customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
20,2,SHARON,ROBINSON,SHARON.ROBINSON@SAKILACUSTOMER.ORG,24,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
21,1,MICHELLE,CLARK,MICHELLE.CLARK@SAKILACUSTOMER.ORG,25,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
22,1,LAURA,RODRIGUEZ,LAURA.RODRIGUEZ@SAKILACUSTOMER.ORG,26,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
23,2,SARAH,LEWIS,SARAH.LEWIS@SAKILACUSTOMER.ORG,27,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
24,2,KIMBERLY,LEE,KIMBERLY.LEE@SAKILACUSTOMER.ORG,28,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
25,1,DEBORAH,WALKER,DEBORAH.WALKER@SAKILACUSTOMER.ORG,29,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
26,2,JESSICA,HALL,JESSICA.HALL@SAKILACUSTOMER.ORG,30,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
27,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@SAKILACUSTOMER.ORG,31,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
28,1,CYNTHIA,YOUNG,CYNTHIA.YOUNG@SAKILACUSTOMER.ORG,32,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
29,2,ANGELA,HERNANDEZ,ANGELA.HERNANDEZ@SAKILACUSTOMER.ORG,33,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
30,1,MELISSA,KING,MELISSA.KING@SAKILACUSTOMER.ORG,34,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
31,2,BRENDA,WRIGHT,BRENDA.WRIGHT@SAKILACUSTOMER.ORG,35,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
32,1,AMY,LOPEZ,AMY.LOPEZ@SAKILACUSTOMER.ORG,36,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
33,2,ANNA,HILL,ANNA.HILL@SAKILACUSTOMER.ORG,37,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
34,2,REBECCA,SCOTT,REBECCA.SCOTT@SAKILACUSTOMER.ORG,38,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
35,2,VIRGINIA,GREEN,VIRGINIA.GREEN@SAKILACUSTOMER.ORG,39,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
36,2,KATHLEEN,ADAMS,KATHLEEN.ADAMS@SAKILACUSTOMER.ORG,40,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
37,1,PAMELA,BAKER,PAMELA.BAKER@SAKILACUSTOMER.ORG,41,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
38,1,MARTHA,GONZALEZ,MARTHA.GONZALEZ@SAKILACUSTOMER.ORG,42,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
39,1,DEBRA,NELSON,DEBRA.NELSON@SAKILACUSTOMER.ORG,43,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
40,2,AMANDA,CARTER,AMANDA.CARTER@SAKILACUSTOMER.ORG,44,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
41,1,STEPHANIE,MITCHELL,STEPHANIE.MITCHELL@SAKILACUSTOMER.ORG,45,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
42,2,CAROLYN,PEREZ,CAROLYN.PEREZ@SAKILACUSTOMER.ORG,46,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
43,2,CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@SAKILACUSTOMER.ORG,47,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
44,1,MARIE,TURNER,MARIE.TURNER@SAKILACUSTOMER.ORG,48,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
45,1,JANET,PHILLIPS,JANET.PHILLIPS@SAKILACUSTOMER.ORG,49,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
46,2,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@SAKILACUSTOMER.ORG,50,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
47,1,FRANCES,PARKER,FRANCES.PARKER@SAKILACUSTOMER.ORG,51,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
48,1,ANN,EVANS,ANN.EVANS@SAKILACUSTOMER.ORG,52,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
49,2,JOYCE,EDWARDS,JOYCE.EDWARDS@SAKILACUSTOMER.ORG,53,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
50,1,DIANE,COLLINS,DIANE.COLLINS@SAKILACUSTOMER.ORG,54,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
51,1,ALICE,STEWART,ALICE.STEWART@SAKILACUSTOMER.ORG,55,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
52,1,JULIE,SANCHEZ,JULIE.SANCHEZ@SAKILACUSTOMER.ORG,56,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
53,1,HEATHER,MORRIS,HEATHER.MORRIS@SAKILACUSTOMER.ORG,57,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
54,1,TERESA,ROGERS,TERESA.ROGERS@SAKILACUSTOMER.ORG,58,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
55,2,DORIS,REED,DORIS.REED@SAKILACUSTOMER.ORG,59,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
56,1,GLORIA,COOK,GLORIA.COOK@SAKILACUSTOMER.ORG,60,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
57,2,EVELYN,MORGAN,EVELYN.MORGAN@SAKILACUSTOMER.ORG,61,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
58,1,JEAN,BELL,JEAN.BELL@SAKILACUSTOMER.ORG,62,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
59,1,CHERYL,MURPHY,CHERYL.MURPHY@SAKILACUSTOMER.ORG,63,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
60,1,MILDRED,BAILEY,MILDRED.BAILEY@SAKILACUSTOMER.ORG,64,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
61,2,KATHERINE,RIVERA,KATHERINE.RIVERA@SAKILACUSTOMER.ORG,65,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
62,1,JOAN,COOPER,JOAN.COOPER@SAKILACUSTOMER.ORG,66,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
63,1,ASHLEY,RICHARDSON,ASHLEY.RICHARDSON@SAKILACUSTOMER.ORG,67,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
64,2,JUDITH,COX,JUDITH.COX@SAKILACUSTOMER.ORG,68,0,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
65,2,ROSE,HOWARD,ROSE.HOWARD@SAKILACUSTOMER.ORG,69,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
66,2,JANICE,WARD,JANICE.WARD@SAKILACUSTOMER.ORG,70,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
67,1,KELLY,TORRES,KELLY.TORRES@SAKILACUSTOMER.ORG,71,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
68,1,NICOLE,PETERSON,NICOLE.PETERSON@SAKILACUSTOMER.ORG,72,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
69,2,JUDY,GRAY,JUDY.GRAY@SAKILACUSTOMER.ORG,73,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
70,2,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@SAKILACUSTOMER.ORG,74,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
71,1,KATHY,JAMES,KATHY.JAMES@SAKILACUSTOMER.ORG,75,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
72,2,THERESA,WATSON,THERESA.WATSON@SAKILACUSTOMER.ORG,76,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
73,2,BEVERLY,BROOKS,BEVERLY.BROOKS@SAKILACUSTOMER.ORG,77,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
74,1,DENISE,KELLY,DENISE.KELLY@SAKILACUSTOMER.ORG,78,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
75,2,TAMMY,SANDERS,TAMMY.SANDERS@SAKILACUSTOMER.ORG,79,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
76,2,IRENE,PRICE,IRENE.PRICE@SAKILACUSTOMER.ORG,80,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
77,2,JANE,BENNETT,JANE.BENNETT@SAKILACUSTOMER.ORG,81,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
78,1,LORI,WOOD,LORI.WOOD@SAKILACUSTOMER.ORG,82,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
79,1,RACHEL,BARNES,RACHEL.BARNES@SAKILACUSTOMER.ORG,83,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
80,1,MARILYN,ROSS,MARILYN.ROSS@SAKILACUSTOMER.ORG,84,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
81,1,ANDREA,HENDERSON,ANDREA.HENDERSON@SAKILACUSTOMER.ORG,85,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
82,1,KATHRYN,COLEMAN,KATHRYN.COLEMAN@SAKILACUSTOMER.ORG,86,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
83,1,LOUISE,JENKINS,LOUISE.JENKINS@SAKILACUSTOMER.ORG,87,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
84,2,SARA,PERRY,SARA.PERRY@SAKILACUSTOMER.ORG,88,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
85,2,ANNE,POWELL,ANNE.POWELL@SAKILACUSTOMER.ORG,89,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
86,2,JACQUELINE,LONG,JACQUELINE.LONG@SAKILACUSTOMER.ORG,90,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
87,1,WANDA,PATTERSON,WANDA.PATTERSON@SAKILACUSTOMER.ORG,91,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
88,2,BONNIE,HUGHES,BONNIE.HUGHES@SAKILACUSTOMER.ORG,92,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
89,1,JULIA,FLORES,JULIA.FLORES@SAKILACUSTOMER.ORG,93,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
90,2,RUBY,WASHINGTON,RUBY.WASHINGTON@SAKILACUSTOMER.ORG,94,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
91,2,LOIS,BUTLER,LOIS.BUTLER@SAKILACUSTOMER.ORG,95,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
92,2,TINA,SIMMONS,TINA.SIMMONS@SAKILACUSTOMER.ORG,96,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
93,1,PHYLLIS,FOSTER,PHYLLIS.FOSTER@SAKILACUSTOMER.ORG,97,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
94,1,NORMA,GONZALES,NORMA.GONZALES@SAKILACUSTOMER.ORG,98,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
95,2,PAULA,BRYANT,PAULA.BRYANT@SAKILACUSTOMER.ORG,99,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
96,1,DIANA,ALEXANDER,DIANA.ALEXANDER@SAKILACUSTOMER.ORG,100,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
97,2,ANNIE,RUSSELL,ANNIE.RUSSELL@SAKILACUSTOMER.ORG,101,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
98,1,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@SAKILACUSTOMER.ORG,102,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
99,2,EMILY,DIAZ,EMILY.DIAZ@SAKILACUSTOMER.ORG,103,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
100,1,ROBIN,HAYES,ROBIN.HAYES@SAKILACUSTOMER.ORG,104,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
101,1,PEGGY,MYERS,PEGGY.MYERS@SAKILACUSTOMER.ORG,105,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
102,1,CRYSTAL,FORD,CRYSTAL.FORD@SAKILACUSTOMER.ORG,106,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
103,1,GLADYS,HAMILTON,GLADYS.HAMILTON@SAKILACUSTOMER.ORG,107,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
104,1,RITA,GRAHAM,RITA.GRAHAM@SAKILACUSTOMER.ORG,108,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
105,1,DAWN,SULLIVAN,DAWN.SULLIVAN@SAKILACUSTOMER.ORG,109,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
106,1,CONNIE,WALLACE,CONNIE.WALLACE@SAKILACUSTOMER.ORG,110,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
107,1,FLORENCE,WOODS,FLORENCE.WOODS@SAKILACUSTOMER.ORG,111,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
108,1,TRACY,COLE,TRACY.COLE@SAKILACUSTOMER.ORG,112,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
109,2,EDNA,WEST,EDNA.WEST@SAKILACUSTOMER.ORG,113,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
110,2,TIFFANY,JORDAN,TIFFANY.JORDAN@SAKILACUSTOMER.ORG,114,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
111,1,CARMEN,OWENS,CARMEN.OWENS@SAKILACUSTOMER.ORG,115,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
112,2,ROSA,REYNOLDS,ROSA.REYNOLDS@SAKILACUSTOMER.ORG,116,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
113,2,CINDY,FISHER,CINDY.FISHER@SAKILACUSTOMER.ORG,117,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
114,2,GRACE,ELLIS,GRACE.ELLIS@SAKILACUSTOMER.ORG,118,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
115,1,WENDY,HARRISON,WENDY.HARRISON@SAKILACUSTOMER.ORG,119,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
116,1,VICTORIA,GIBSON,VICTORIA.GIBSON@SAKILACUSTOMER.ORG,120,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
117,1,EDITH,MCDONALD,EDITH.MCDONALD@SAKILACUSTOMER.ORG,121,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
118,1,KIM,CRUZ,KIM.CRUZ@SAKILACUSTOMER.ORG,122,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
119,1,SHERRY,MARSHALL,SHERRY.MARSHALL@SAKILACUSTOMER.ORG,123,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
120,2,SYLVIA,ORTIZ,SYLVIA.ORTIZ@SAKILACUSTOMER.ORG,124,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
121,1,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@SAKILACUSTOMER.ORG,125,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
122,1,THELMA,MURRAY,THELMA.MURRAY@SAKILACUSTOMER.ORG,126,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
123,2,SHANNON,FREEMAN,SHANNON.FREEMAN@SAKILACUSTOMER.ORG,127,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
124,1,SHEILA,WELLS,SHEILA.WELLS@SAKILACUSTOMER.ORG,128,0,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
125,1,ETHEL,WEBB,ETHEL.WEBB@SAKILACUSTOMER.ORG,129,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
126,1,ELLEN,SIMPSON,ELLEN.SIMPSON@SAKILACUSTOMER.ORG,130,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
127,2,ELAINE,STEVENS,ELAINE.STEVENS@SAKILACUSTOMER.ORG,131,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
128,1,MARJORIE,TUCKER,MARJORIE.TUCKER@SAKILACUSTOMER.ORG,132,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
129,1,CARRIE,PORTER,CARRIE.PORTER@SAKILACUSTOMER.ORG,133,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
130,1,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@SAKILACUSTOMER.ORG,134,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
131,2,MONICA,HICKS,MONICA.HICKS@SAKILACUSTOMER.ORG,135,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
132,2,ESTHER,CRAWFORD,ESTHER.CRAWFORD@SAKILACUSTOMER.ORG,136,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
133,1,PAULINE,HENRY,PAULINE.HENRY@SAKILACUSTOMER.ORG,137,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
134,1,EMMA,BOYD,EMMA.BOYD@SAKILACUSTOMER.ORG,138,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
135,2,JUANITA,MASON,JUANITA.MASON@SAKILACUSTOMER.ORG,139,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
136,2,ANITA,MORALES,ANITA.MORALES@SAKILACUSTOMER.ORG,140,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
137,2,RHONDA,KENNEDY,RHONDA.KENNEDY@SAKILACUSTOMER.ORG,141,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
138,1,HAZEL,WARREN,HAZEL.WARREN@SAKILACUSTOMER.ORG,142,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
139,1,AMBER,DIXON,AMBER.DIXON@SAKILACUSTOMER.ORG,143,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
140,1,EVA,RAMOS,EVA.RAMOS@SAKILACUSTOMER.ORG,144,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
141,1,DEBBIE,REYES,DEBBIE.REYES@SAKILACUSTOMER.ORG,145,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
142,1,APRIL,BURNS,APRIL.BURNS@SAKILACUSTOMER.ORG,146,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
143,1,LESLIE,GORDON,LESLIE.GORDON@SAKILACUSTOMER.ORG,147,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
144,1,CLARA,SHAW,CLARA.SHAW@SAKILACUSTOMER.ORG,148,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
145,1,LUCILLE,HOLMES,LUCILLE.HOLMES@SAKILACUSTOMER.ORG,149,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
146,1,JAMIE,RICE,JAMIE.RICE@SAKILACUSTOMER.ORG,150,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
147,2,JOANNE,ROBERTSON,JOANNE.ROBERTSON@SAKILACUSTOMER.ORG,151,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
148,1,ELEANOR,HUNT,ELEANOR.HUNT@SAKILACUSTOMER.ORG,152,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
149,1,VALERIE,BLACK,VALERIE.BLACK@SAKILACUSTOMER.ORG,153,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@SAKILACUSTOMER.ORG,154,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
151,2,MEGAN,PALMER,MEGAN.PALMER@SAKILACUSTOMER.ORG,155,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
152,1,ALICIA,MILLS,ALICIA.MILLS@SAKILACUSTOMER.ORG,156,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
153,2,SUZANNE,NICHOLS,SUZANNE.NICHOLS@SAKILACUSTOMER.ORG,157,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
154,2,MICHELE,GRANT,MICHELE.GRANT@SAKILACUSTOMER.ORG,158,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
155,1,GAIL,KNIGHT,GAIL.KNIGHT@SAKILACUSTOMER.ORG,159,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
156,1,BERTHA,FERGUSON,BERTHA.FERGUSON@SAKILACUSTOMER.ORG,160,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
157,2,DARLENE,ROSE,DARLENE.ROSE@SAKILACUSTOMER.ORG,161,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
158,1,VERONICA,STONE,VERONICA.STONE@SAKILACUSTOMER.ORG,162,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
159,1,JILL,HAWKINS,JILL.HAWKINS@SAKILACUSTOMER.ORG,163,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
160,2,ERIN,DUNN,ERIN.DUNN@SAKILACUSTOMER.ORG,164,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
161,1,GERALDINE,PERKINS,GERALDINE.PERKINS@SAKILACUSTOMER.ORG,165,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
162,2,LAUREN,HUDSON,LAUREN.HUDSON@SAKILACUSTOMER.ORG,166,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
163,1,CATHY,SPENCER,CATHY.SPENCER@SAKILACUSTOMER.ORG,167,1,2006-02-14T22:04:36.000-05:00,2006-02-15T04:57:20.000-05:00
